,ORDERDATE,YEAR,MONTH,QUARTER,QUANTITY_ORDERED,PRICE_EACH,MSRP,SALES,STATUS,PRODUCT_LINE,STATE,DEAL_SIZE
454,2003-11-12,2003,11,4,44,100.0,141,5418.16,5,0,1,1
455,2003-11-20,2003,11,4,22,100.0,141,3300.66,5,0,5,1
456,2003-12-02,2003,12,4,42,100.0,141,6182.4,5,0,9,1
457,2004-01-16,2004,1,1,29,100.0,141,4186.73,5,0,1,1
458,2004-02-22,2004,2,1,32,100.0,141,4529.28,5,0,1,1
459,2004-04-13,2004,4,2,41,100.0,141,5628.89,5,0,10,1
460,2004-06-01,2004,6,2,26,100.0,141,3054.48,0,0,1,1
461,2004-07-06,2004,7,3,21,100.0,141,2526.51,5,0,1,2
462,2004-08-06,2004,8,3,34,100.0,141,4667.86,5,0,8,1
463,2004-08-30,2004,8,3,41,100.0,141,6499.32,5,0,1,1
464,2003-10-05,2003,10,4,37,100.0,141,5917.78,5,0,1,1
465,2004-10-16,2004,10,4,37,100.0,141,6231.91,5,0,1,1
466,2004-11-04,2004,11,4,41,100.0,141,5803.14,5,0,4,1
467,2004-11-17,2004,11,4,46,100.0,141,6434.02,5,0,11,1
468,2004-11-24,2004,11,4,40,100.0,141,6454.4,5,0,15,1
469,2004-12-09,2004,12,4,43,97.6,141,4196.8,5,0,1,1
470,2005-01-07,2005,1,1,30,87.06,141,2611.8,5,0,4,2
471,2005-02-09,2005,2,1,35,100.0,141,5895.05,5,0,1,1
472,2005-03-04,2005,3,1,36,93.77,141,3375.72,5,0,1,1
474,2005-05-17,2005,5,2,38,100.0,141,4464.24,5,0,1,1
475,2003-01-10,2003,1,1,39,100.0,102,4808.31,5,6,9,1
476,2003-03-25,2003,3,1,33,99.66,102,3288.78,5,6,1,1
477,2003-05-21,2003,5,2,32,100.0,102,3254.72,5,6,15,1
478,2003-07-16,2003,7,3,31,100.0,102,3184.94,5,6,7,1
479,2003-09-12,2003,9,3,50,100.0,102,5907.5,5,6,1,1
480,2003-10-18,2003,10,4,48,91.44,102,4389.12,5,6,1,1
481,2003-11-05,2003,11,4,43,100.0,102,5036.16,5,6,1,1
482,2003-11-12,2003,11,4,25,87.33,102,2183.25,5,6,1,2
483,2003-11-21,2003,11,4,28,100.0,102,3106.88,5,6,15,1
484,2003-12-03,2003,12,4,36,100.0,102,3735.72,5,6,1,1
485,2004-01-29,2004,1,1,27,89.38,102,2413.26,5,6,1,2
486,2004-03-02,2004,3,1,25,100.0,102,2953.75,5,6,1,2
487,2004-04-29,2004,4,2,40,100.0,102,4684.8,5,6,1,1
488,2004-06-08,2004,6,2,34,95.55,102,3248.7,5,6,1,1
489,2004-08-17,2004,8,3,50,100.0,102,5239.5,5,6,1,1
490,2004-09-03,2004,9,3,38,100.0,102,4567.98,5,6,1,1
491,2004-10-11,2004,10,4,37,95.55,102,3535.35,5,6,1,1
492,2004-10-21,2004,10,4,43,89.38,102,3843.34,5,6,1,1
493,2004-11-04,2004,11,4,43,86.3,102,3710.9,5,6,5,1
494,2004-11-17,2004,11,4,46,95.13,102,4375.98,5,6,1,1
495,2004-11-29,2004,11,4,42,36.11,102,1516.62,5,6,8,2
496,2004-12-09,2004,12,4,50,50.18,102,2509.0,5,6,1,2
498,2005-02-16,2005,2,1,27,93.16,102,2515.32,5,6,1,2
499,2005-03-09,2005,3,1,35,100.0,102,5548.9,5,6,7,1
500,2005-05-30,2005,5,2,51,95.55,102,4873.05,2,6,11,1
501,2003-01-10,2003,1,1,41,50.14,53,2055.74,5,6,9,2
502,2003-03-25,2003,3,1,48,49.06,53,2354.88,5,6,1,2
503,2003-05-28,2003,5,2,42,54.99,53,2309.58,5,6,1,2
504,2003-07-16,2003,7,3,49,43.13,53,2113.37,5,6,7,2
505,2003-09-12,2003,9,3,30,58.22,53,1746.6,5,6,1,2
506,2003-10-18,2003,10,4,45,51.21,53,2304.45,5,6,1,2
507,2003-11-05,2003,11,4,48,44.21,53,2122.08,5,6,1,2
508,2003-11-12,2003,11,4,32,54.45,53,1742.4,5,6,1,2
509,2003-11-21,2003,11,4,46,53.37,53,2455.02,5,6,15,2
510,2003-12-03,2003,12,4,48,63.61,53,3053.28,5,6,1,1
511,2004-01-29,2004,1,1,33,43.13,53,1423.29,5,6,1,2
512,2004-03-02,2004,3,1,31,48.52,53,1504.12,5,6,1,2
513,2004-04-29,2004,4,2,20,58.22,53,1164.4,5,6,1,2
514,2004-06-08,2004,6,2,29,51.75,53,1500.75,5,6,1,2
515,2004-08-17,2004,8,3,27,57.68,53,1557.36,5,6,1,2
516,2004-09-03,2004,9,3,24,56.07,53,1345.68,5,6,1,2
517,2004-10-11,2004,10,4,37,48.52,53,1795.24,5,6,1,2
518,2004-10-21,2004,10,4,25,44.21,53,1105.25,5,6,1,2
519,2004-11-04,2004,11,4,41,57.68,53,2364.88,5,6,5,2
520,2004-11-17,2004,11,4,27,89.89,53,2427.03,5,6,1,2
521,2004-11-29,2004,11,4,21,58.95,53,1237.95,5,6,15,2
522,2004-12-09,2004,12,4,22,72.41,53,1593.02,5,6,1,2
523,2005-01-20,2005,1,1,32,98.63,53,3156.16,5,6,4,1
524,2005-02-17,2005,2,1,25,52.83,53,1320.75,5,6,1,2
525,2005-03-09,2005,3,1,42,100.0,53,4998.0,5,6,7,1
526,2005-05-30,2005,5,2,25,51.75,53,1293.75,2,6,11,2
527,2003-03-18,2003,3,1,37,100.0,124,5433.08,5,0,1,1
528,2003-05-20,2003,5,2,26,100.0,124,3073.72,5,0,1,1
529,2003-07-10,2003,7,3,44,99.55,124,4380.2,5,0,1,1
530,2003-09-11,2003,9,3,47,100.0,124,5848.68,5,0,7,1
531,2003-10-17,2003,10,4,43,100.0,124,6153.73,5,0,1,1
532,2003-11-05,2003,11,4,42,100.0,124,4965.24,5,0,2,1
533,2003-11-12,2003,11,4,42,100.0,124,5435.64,5,0,1,1
534,2003-11-20,2003,11,4,29,100.0,124,4258.36,5,0,5,1
535,2003-12-02,2003,12,4,40,100.0,124,4032.0,5,0,9,1
536,2004-01-16,2004,1,1,38,100.0,124,4492.36,5,0,1,1
537,2004-02-26,2004,2,1,38,100.0,124,4161.38,5,0,1,1
538,2004-04-13,2004,4,2,21,100.0,124,2508.66,5,0,1,2
539,2004-06-01,2004,6,2,24,100.0,124,3374.88,0,0,1,1
540,2004-07-06,2004,7,3,36,100.0,124,5196.6,5,0,1,1
541,2004-08-06,2004,8,3,23,100.0,124,2604.52,5,0,8,2
542,2004-09-01,2004,9,3,20,100.0,124,2936.8,5,0,1,2
543,2003-10-05,2003,10,4,32,100.0,124,3424.64,5,0,1,1
544,2004-10-16,2004,10,4,29,100.0,124,2923.2,5,0,1,2
545,2004-11-04,2004,11,4,44,100.0,124,4489.76,5,0,4,1
546,2004-11-17,2004,11,4,44,100.0,124,4849.24,5,0,11,1
547,2004-11-24,2004,11,4,36,100.0,124,5848.92,5,0,1,1
548,2005-01-12,2005,1,1,49,56.3,124,2758.7,4,0,1,2
549,2005-02-10,2005,2,1,34,42.64,124,1449.76,5,0,1,2
550,2005-04-22,2005,4,2,59,100.0,124,7048.14,3,0,1,0
551,2005-05-17,2005,5,2,37,100.0,124,5202.94,5,0,1,1
552,2003-02-17,2003,2,1,36,100.0,157,5279.4,5,2,1,1
553,2003-04-28,2003,4,2,43,100.0,157,6916.12,5,2,1,1
554,2003-06-16,2003,6,2,21,100.0,157,2781.66,5,2,2,2
555,2003-08-10,2003,8,3,32,100.0,157,5248.0,5,2,4,1
556,2003-10-06,2003,10,4,38,100.0,157,6531.44,5,2,1,1
557,2003-10-23,2003,10,4,43,100.0,157,5763.72,0,2,1,1
558,2003-11-08,2003,11,4,42,100.0,157,6490.68,5,2,1,1
559,2003-11-14,2003,11,4,32,100.0,157,6004.8,5,2,1,1
560,2003-11-27,2003,11,4,42,100.0,157,7483.98,5,2,1,0
561,2004-01-12,2004,1,1,31,100.0,157,5719.5,5,2,10,1
562,2004-02-19,2004,2,1,49,100.0,157,6954.08,5,2,1,1
564,2004-06-24,2004,6,2,49,100.0,157,6567.96,0,2,1,1
565,2004-07-21,2004,7,3,41,100.0,157,6724.0,5,2,4,1
566,2004-08-21,2004,8,3,45,100.0,157,5747.85,5,2,1,1
567,2004-09-15,2004,9,3,36,100.0,157,5676.84,5,2,1,1
568,2004-10-14,2004,10,4,39,100.0,157,7379.97,5,2,11,0
569,2004-11-01,2004,11,4,27,100.0,157,3704.13,5,2,3,1
570,2004-11-10,2004,11,4,25,100.0,157,2804.75,4,2,1,2
571,2004-11-22,2004,11,4,41,100.0,157,5624.79,5,2,1,1
572,2004-12-03,2004,12,4,39,99.52,157,3881.28,5,2,1,1
573,2005-01-31,2005,1,1,28,57.55,157,1611.4,5,2,1,2
574,2005-03-01,2005,3,1,25,54.57,157,1364.25,4,2,1,2
575,2005-03-30,2005,3,1,33,100.0,157,4215.09,5,2,1,1
576,2005-04-01,2005,4,2,34,100.0,157,6433.82,5,2,1,1
577,2005-05-10,2005,5,2,24,100.0,157,4352.16,5,2,1,1
578,2003-01-06,2003,1,1,30,100.0,170,5151.0,5,6,5,1
579,2003-03-18,2003,3,1,42,100.0,170,6069.0,5,6,1,1
580,2003-05-21,2003,5,2,21,100.0,170,2856.0,5,6,8,2
581,2003-09-12,2003,9,3,34,100.0,170,5375.4,5,6,1,1
582,2003-10-18,2003,10,4,29,100.0,170,5176.5,5,6,1,1
583,2003-11-05,2003,11,4,24,100.0,170,3508.8,5,6,1,1
584,2003-11-12,2003,11,4,44,100.0,170,7554.8,5,6,1,0
585,2003-11-21,2003,11,4,21,100.0,170,3141.6,5,6,15,1
586,2003-12-02,2003,12,4,33,100.0,170,5890.5,5,6,9,1
587,2004-01-26,2004,1,1,30,100.0,170,5967.0,5,6,1,1
588,2004-03-02,2004,3,1,26,100.0,170,3712.8,5,6,1,1
589,2004-04-13,2004,4,2,41,100.0,170,7597.3,5,6,1,0
590,2004-08-17,2004,8,3,26,100.0,170,3668.6,5,6,1,1
591,2004-09-01,2004,9,3,32,100.0,170,5875.2,5,6,1,1
592,2003-10-06,2003,10,4,43,100.0,170,7310.0,5,6,1,0
594,2004-11-17,2004,11,4,44,74.04,170,3257.76,5,6,11,1
595,2004-11-25,2004,11,4,45,100.0,170,7650.0,5,6,1,0
596,2005-01-12,2005,1,1,37,100.0,170,4703.81,4,6,1,1
597,2005-02-10,2005,2,1,39,100.0,170,5399.55,5,6,1,1
599,2005-05-29,2005,5,2,37,100.0,170,5283.6,2,6,7,1
600,2003-03-03,2003,3,1,38,82.39,77,3130.82,5,0,1,1
601,2003-05-08,2003,5,2,43,72.38,77,3112.34,5,0,1,1
602,2003-07-02,2003,7,3,48,79.31,77,3806.88,5,0,1,1
603,2003-09-05,2003,9,3,26,82.39,77,2142.14,5,0,4,2
604,2003-10-11,2003,10,4,38,88.55,77,3364.9,5,0,1,1
605,2003-11-04,2003,11,4,20,63.14,77,1262.8,5,0,1,2
606,2003-11-12,2003,11,4,22,73.92,77,1626.24,5,0,1,2
607,2003-11-20,2003,11,4,45,90.86,77,4088.7,5,0,5,1
608,2003-12-02,2003,12,4,45,85.47,77,3846.15,5,0,1,1
609,2004-01-16,2004,1,1,20,66.99,77,1339.8,5,0,1,2
610,2004-02-22,2004,2,1,47,64.68,77,3039.96,5,0,1,1
611,2004-04-12,2004,4,2,46,73.92,77,3400.32,5,0,1,1
612,2004-06-01,2004,6,2,23,83.93,77,1930.39,0,0,1,2
613,2004-07-06,2004,7,3,33,74.69,77,2464.77,5,0,1,2
614,2004-08-06,2004,8,3,29,90.86,77,2634.94,5,0,8,2
615,2004-08-30,2004,8,3,44,82.39,77,3625.16,5,0,1,1
616,2003-10-04,2003,10,4,41,92.4,77,3788.4,5,0,1,1
617,2004-10-16,2004,10,4,20,91.63,77,1832.6,5,0,1,2
618,2004-11-04,2004,11,4,37,78.54,77,2905.98,5,0,4,2
619,2004-11-15,2004,11,4,29,100.0,77,2954.81,5,0,9,2
620,2004-11-24,2004,11,4,55,65.45,77,3599.75,5,0,15,1
621,2005-01-06,2005,1,1,22,100.0,77,3686.54,5,0,1,1
622,2005-02-09,2005,2,1,31,67.76,77,2100.56,5,0,1,2
623,2005-03-03,2005,3,1,49,79.22,77,3881.78,5,0,1,1
624,2005-04-14,2005,4,2,61,73.92,77,4509.12,5,0,1,1
625,2005-05-17,2005,5,2,39,83.93,77,3273.27,5,0,1,1
626,2003-03-10,2003,3,1,38,100.0,142,4432.7,5,0,11,1
627,2003-05-08,2003,5,2,31,100.0,142,4100.99,5,0,1,1
628,2003-07-04,2003,7,3,36,100.0,142,5274.72,5,0,1,1
629,2003-09-11,2003,9,3,25,100.0,142,4232.0,5,0,7,1
630,2003-10-17,2003,10,4,48,100.0,142,6145.44,5,0,1,1
631,2003-11-05,2003,11,4,35,100.0,142,4680.2,5,0,12,1
632,2003-11-12,2003,11,4,21,100.0,142,3286.08,5,0,1,1
633,2003-11-20,2003,11,4,47,100.0,142,7421.3,5,0,5,0
634,2003-12-02,2003,12,4,38,100.0,142,6432.64,5,0,9,1
635,2004-01-16,2004,1,1,41,100.0,142,4840.87,5,0,1,1
636,2004-02-26,2004,2,1,24,100.0,142,3892.08,5,0,1,1
637,2004-04-13,2004,4,2,37,100.0,142,5526.32,5,0,10,1
638,2004-06-01,2004,6,2,33,100.0,142,4459.62,0,0,1,1
639,2004-07-06,2004,7,3,49,100.0,142,6203.4,5,0,1,1
640,2004-08-06,2004,8,3,29,100.0,142,3754.05,5,0,8,1
641,2004-08-30,2004,8,3,24,100.0,142,3516.48,5,0,1,1
642,2003-10-05,2003,10,4,47,100.0,142,7488.04,5,0,1,0
643,2004-10-16,2004,10,4,24,100.0,142,3448.08,5,0,1,1
644,2004-11-04,2004,11,4,25,100.0,142,3734.0,5,0,4,1
645,2004-11-17,2004,11,4,30,32.47,142,974.1,5,0,11,2
646,2004-11-24,2004,11,4,22,100.0,142,3160.74,5,0,15,1
647,2004-12-09,2004,12,4,27,64.69,142,1746.63,5,0,1,2
648,2005-01-10,2005,1,1,34,100.0,142,4207.84,5,0,1,1
649,2005-02-09,2005,2,1,36,100.0,142,4352.76,5,0,1,1
650,2005-03-04,2005,3,1,34,43.05,142,1463.7,5,0,1,2
651,2005-04-15,2005,4,2,48,100.0,142,7169.28,1,0,1,0
652,2005-05-17,2005,5,2,34,100.0,142,4594.76,5,0,1,1
653,2003-01-31,2003,1,1,24,100.0,163,3457.92,5,0,1,1
654,2003-04-04,2003,4,2,46,100.0,163,7381.16,5,0,9,0
655,2003-06-03,2003,6,2,45,100.0,163,7146.9,5,0,9,0
656,2003-08-01,2003,8,3,39,100.0,163,5938.53,5,0,1,1
657,2003-09-21,2003,9,3,43,100.0,163,7110.91,5,0,1,0
658,2003-10-22,2003,10,4,29,100.0,163,5032.95,5,0,1,1
659,2003-11-06,2003,11,4,20,100.0,163,3667.6,5,0,1,1
660,2003-11-14,2003,11,4,46,100.0,163,7381.16,5,0,1,0
661,2003-11-25,2003,11,4,27,100.0,163,5128.11,5,0,9,1
662,2003-12-09,2003,12,4,44,100.0,163,7060.24,5,0,4,0
664,2004-03-15,2004,3,1,49,100.0,163,7300.51,5,0,1,0
665,2004-05-05,2004,5,2,40,100.0,163,6549.2,5,0,1,1
666,2004-06-15,2004,6,2,30,100.0,163,5697.9,5,0,1,1
668,2004-08-20,2004,8,3,23,100.0,163,3238.63,5,0,1,1
669,2004-09-08,2004,9,3,26,100.0,163,4554.94,5,0,9,1
670,2004-10-13,2004,10,4,27,100.0,163,3934.44,5,0,4,1
671,2004-10-22,2004,10,4,42,100.0,163,5776.26,5,0,1,1
672,2004-11-05,2004,11,4,47,100.0,163,7207.45,5,0,9,0
673,2004-11-20,2004,11,4,49,100.0,163,7460.74,5,0,1,0
674,2004-12-01,2004,12,4,38,100.0,163,6719.54,5,0,9,1
675,2004-12-10,2004,12,4,20,100.0,163,2428.0,5,0,1,2
676,2005-01-23,2005,1,1,25,100.0,163,2602.25,5,0,1,2
677,2005-02-17,2005,2,1,25,88.0,163,2200.0,5,0,1,2
678,2005-05-03,2005,5,2,41,100.0,163,6712.93,5,0,1,1
679,2005-05-31,2005,5,2,28,100.0,163,5318.04,2,0,1,1
680,2003-01-06,2003,1,1,50,67.8,60,3390.0,5,6,5,1
681,2003-03-18,2003,3,1,32,50.25,60,1608.0,5,6,1,2
682,2003-05-21,2003,5,2,42,53.88,60,2262.96,5,6,8,2
683,2003-09-12,2003,9,3,24,62.36,60,1496.64,5,6,1,2
684,2003-10-18,2003,10,4,27,69.62,60,1879.74,5,6,1,2
685,2003-11-05,2003,11,4,26,57.51,60,1495.26,5,6,1,2
686,2003-11-12,2003,11,4,38,61.15,60,2323.7,5,6,1,2
687,2003-11-21,2003,11,4,42,59.33,60,2491.86,5,6,15,2
688,2003-12-02,2003,12,4,23,71.44,60,1643.12,5,6,9,2
689,2004-01-26,2004,1,1,21,62.96,60,1322.16,5,6,1,2
690,2004-03-02,2004,3,1,28,50.85,60,1423.8,5,6,1,2
691,2004-04-13,2004,4,2,33,72.65,60,2397.45,5,6,1,2
692,2004-08-17,2004,8,3,25,62.96,60,1574.0,5,6,1,2
693,2004-09-01,2004,9,3,28,61.75,60,1729.0,5,6,1,2
694,2004-10-06,2004,10,4,46,49.04,60,2255.84,5,6,1,2
695,2004-10-21,2004,10,4,30,61.15,60,1834.5,5,6,1,2
696,2004-11-17,2004,11,4,38,84.25,60,3201.5,5,6,1,1
697,2004-11-25,2004,11,4,40,56.91,60,2276.4,5,6,1,2
699,2005-02-10,2005,2,1,27,49.3,60,1331.1,5,6,1,2
700,2005-04-22,2005,4,2,42,72.65,60,3051.3,3,6,1,1
701,2005-05-29,2005,5,2,36,63.57,60,2288.52,2,6,7,2
702,2003-01-31,2003,1,1,29,100.0,122,3772.61,5,5,1,1
703,2003-04-01,2003,4,2,39,100.0,122,4164.42,5,5,1,1
704,2003-06-03,2003,6,2,45,100.0,122,6295.95,5,5,9,1
705,2003-08-01,2003,8,3,47,100.0,122,6287.66,5,5,1,1
706,2003-09-21,2003,9,3,49,100.0,122,5412.54,5,5,1,1
707,2003-10-22,2003,10,4,46,100.0,122,5984.14,5,5,1,1
708,2003-11-06,2003,11,4,48,100.0,122,5891.04,5,5,1,1
709,2003-11-14,2003,11,4,46,100.0,122,5984.14,5,5,1,1
710,2003-11-25,2003,11,4,35,100.0,122,3608.15,5,5,9,1
711,2003-12-09,2003,12,4,43,100.0,122,5752.54,5,5,4,1
712,2004-03-11,2004,3,1,26,100.0,122,3765.32,5,5,1,1
713,2004-05-05,2004,5,2,22,98.18,122,2159.96,5,5,1,2
714,2004-06-15,2004,6,2,34,99.41,122,3379.94,5,5,1,1
715,2004-07-20,2004,7,3,50,100.0,122,5093.5,5,5,1,1
716,2004-08-19,2004,8,3,48,100.0,122,5773.44,5,5,11,1
717,2004-09-08,2004,9,3,41,100.0,122,4528.86,5,5,9,1
718,2004-10-13,2004,10,4,36,100.0,122,4816.08,5,5,4,1
719,2004-10-22,2004,10,4,29,100.0,122,3416.78,5,5,0,1
720,2004-11-05,2004,11,4,33,37.48,122,1236.84,5,5,9,2
721,2004-11-19,2004,11,4,46,100.0,122,5814.86,3,5,1,1
722,2004-12-01,2004,12,4,38,100.0,122,5223.48,5,5,9,1
723,2004-12-10,2004,12,4,20,36.42,122,728.4,5,5,1,2
724,2005-01-20,2005,1,1,22,100.0,122,3949.0,5,5,7,1
725,2005-02-22,2005,2,1,27,100.0,122,3843.99,5,5,1,1
726,2005-05-03,2005,5,2,56,98.18,122,5498.08,5,5,1,1
727,2005-05-31,2005,5,2,38,99.41,122,3777.58,2,5,1,1
728,2003-01-09,2003,1,1,25,100.0,127,3782.0,5,6,1,1
729,2003-03-18,2003,3,1,33,100.0,127,3859.68,5,6,1,1
730,2003-05-21,2003,5,2,42,100.0,127,4431.84,5,6,8,1
731,2003-09-12,2003,9,3,33,100.0,127,4950.33,5,6,1,1
732,2003-10-18,2003,10,4,38,100.0,127,4299.7,5,6,1,1
733,2003-11-05,2003,11,4,31,100.0,127,4492.83,5,6,1,1
734,2003-11-12,2003,11,4,20,100.0,127,2212.0,5,6,1,2
735,2003-11-21,2003,11,4,44,100.0,127,4642.88,5,6,15,1
736,2003-12-02,2003,12,4,26,100.0,127,3206.32,5,6,9,1
737,2004-01-26,2004,1,1,27,100.0,127,3604.23,5,6,1,1
738,2004-03-02,2004,3,1,46,100.0,127,7017.76,5,6,1,0
739,2004-04-26,2004,4,2,47,100.0,127,6154.18,5,6,4,1
740,2004-08-17,2004,8,3,37,100.0,127,4750.8,5,6,1,1
741,2004-09-01,2004,9,3,31,100.0,127,3822.92,5,6,1,1
742,2004-10-11,2004,10,4,24,100.0,127,2440.8,5,6,1,2
743,2004-10-21,2004,10,4,31,100.0,127,4729.36,5,6,1,1
745,2004-11-17,2004,11,4,35,64.69,127,2264.15,5,6,1,2
746,2004-11-25,2004,11,4,30,100.0,127,3928.2,5,6,1,1
747,2004-12-09,2004,12,4,29,100.0,127,3630.22,5,6,1,1
748,2005-01-12,2005,1,1,27,100.0,127,4196.07,4,6,1,1
749,2005-02-16,2005,2,1,40,100.0,127,4931.6,5,6,1,1
750,2005-03-04,2005,3,1,31,98.99,127,3068.69,5,6,1,1
751,2005-04-23,2005,4,2,6,100.0,127,785.64,5,6,1,2
752,2005-05-29,2005,5,2,45,100.0,127,4977.0,2,6,7,1
753,2003-01-29,2003,1,1,22,54.09,60,1189.98,5,5,1,2
754,2003-04-01,2003,4,2,45,68.67,60,3090.15,5,5,1,1
755,2003-05-28,2003,5,2,43,65.02,60,2795.86,5,5,1,2
756,2003-07-24,2003,7,3,46,61.99,60,2851.54,5,5,1,2
757,2003-09-21,2003,9,3,39,69.28,60,2701.92,5,5,1,2
758,2003-10-22,2003,10,4,31,71.1,60,2204.1,5,5,1,2
759,2003-11-06,2003,11,4,41,69.28,60,2840.48,5,5,1,2
760,2003-11-14,2003,11,4,44,60.16,60,2647.04,5,5,1,2
761,2003-11-25,2003,11,4,45,70.49,60,3172.05,5,5,1,1
762,2003-12-09,2003,12,4,37,69.89,60,2585.93,5,5,4,2
763,2004-02-04,2004,2,1,35,61.38,60,2148.3,5,5,1,2
764,2004-03-11,2004,3,1,28,59.55,60,1667.4,5,5,1,2
765,2004-05-05,2004,5,2,30,61.99,60,1859.7,5,5,1,2
766,2004-06-15,2004,6,2,30,49.22,60,1476.6,5,5,1,2
767,2004-07-20,2004,7,3,25,69.28,60,1732.0,5,5,1,2
768,2004-08-19,2004,8,3,29,57.73,60,1674.17,5,5,11,2
769,2004-09-08,2004,9,3,26,57.73,60,1500.98,5,5,1,2
770,2004-10-13,2004,10,4,41,53.48,60,2192.68,5,5,4,2
771,2004-10-22,2004,10,4,34,52.87,60,1797.58,5,5,0,2
772,2004-11-04,2004,11,4,35,61.21,60,2142.35,5,5,5,2
773,2004-11-19,2004,11,4,34,61.38,60,2086.92,3,5,1,2
774,2004-11-29,2004,11,4,50,100.0,60,6834.5,5,5,15,1
775,2004-12-10,2004,12,4,41,61.99,60,2541.59,5,5,1,2
776,2005-01-20,2005,1,1,22,96.86,60,2130.92,5,5,7,2
777,2005-02-17,2005,2,1,35,48.62,60,1701.7,5,5,1,2
778,2005-03-09,2005,3,1,44,38.5,60,1694.0,5,5,7,2
779,2005-05-03,2005,5,2,47,61.99,60,2913.53,5,5,1,2
780,2005-05-31,2005,5,2,19,49.22,60,935.18,2,5,1,2
781,2003-02-17,2003,2,1,34,90.39,84,3073.26,5,2,1,1
782,2003-04-29,2003,4,2,29,71.81,84,2082.49,5,2,15,2
783,2003-06-27,2003,6,2,49,69.27,84,3394.23,5,2,1,1
784,2003-08-25,2003,8,3,30,85.32,84,2559.6,5,2,1,2
785,2003-10-28,2003,10,4,21,70.96,84,1490.16,5,2,1,2
786,2004-01-12,2004,1,1,50,76.88,84,3844.0,5,2,10,1
787,2004-02-20,2004,2,1,47,100.0,84,4724.91,5,2,15,1
788,2004-04-02,2004,4,2,24,76.03,84,1824.72,5,2,0,2
789,2004-05-11,2004,5,2,27,98.84,84,2668.68,5,2,1,2
790,2004-06-28,2004,6,2,33,86.17,84,2843.61,5,2,2,2
791,2004-07-23,2004,7,3,35,90.39,84,3163.65,5,2,1,1
792,2004-08-21,2004,8,3,31,71.81,84,2226.11,5,2,1,2
793,2004-09-16,2004,9,3,25,82.79,84,2069.75,5,2,1,2
794,2004-10-15,2004,10,4,27,82.79,84,2235.33,5,2,9,2
795,2004-11-02,2004,11,4,31,100.0,84,3116.43,5,2,11,1
796,2004-11-10,2004,11,4,45,100.0,84,4781.7,4,2,1,1
797,2004-11-23,2004,11,4,27,100.0,84,2810.7,5,2,14,2
798,2004-12-04,2004,12,4,27,100.0,84,3515.67,5,2,2,1
799,2005-02-02,2005,2,1,42,69.27,84,2909.34,5,2,13,2
800,2005-03-01,2005,3,1,21,74.77,84,1570.17,4,2,1,2
801,2005-03-30,2005,3,1,34,76.88,84,2613.92,5,2,1,2
802,2005-04-03,2005,4,2,42,76.03,84,3193.26,3,2,6,1
803,2005-05-10,2005,5,2,15,98.84,84,1482.6,5,2,1,2
804,2003-02-24,2003,2,1,29,70.87,60,2055.23,5,1,9,2
805,2003-04-29,2003,4,2,46,58.15,60,2674.9,5,1,15,2
806,2003-07-01,2003,7,3,30,61.78,60,1853.4,5,1,1,2
807,2003-08-25,2003,8,3,30,49.67,60,1490.1,5,1,1,2
808,2003-10-10,2003,10,4,42,51.48,60,2162.16,5,1,1,2
809,2003-10-28,2003,10,4,46,61.18,60,2814.28,5,1,1,2
810,2003-11-11,2003,11,4,25,64.2,60,1605.0,5,1,1,2
811,2003-11-18,2003,11,4,32,65.42,60,2093.44,5,1,1,2
812,2003-12-01,2003,12,4,30,64.81,60,1944.3,5,1,1,2
813,2004-01-12,2004,1,1,40,49.67,60,1986.8,5,1,10,2
814,2004-02-20,2004,2,1,28,60.57,60,1695.96,5,1,15,2
815,2004-04-03,2004,4,2,23,55.72,60,1281.56,5,1,11,2
816,2004-05-18,2004,5,2,29,61.18,60,1774.22,5,1,6,2
817,2004-06-28,2004,6,2,34,58.75,60,1997.5,5,1,2,2
818,2004-07-23,2004,7,3,37,63.6,60,2353.2,5,1,1,2
819,2004-08-27,2004,8,3,20,49.06,60,981.2,5,1,4,2
820,2004-09-27,2004,9,3,32,48.46,60,1550.72,5,1,1,2
821,2004-10-15,2004,10,4,34,52.09,60,1771.06,5,1,9,2
822,2004-11-02,2004,11,4,42,52.7,60,2213.4,5,1,11,2
823,2004-11-15,2004,11,4,38,100.0,60,5266.04,5,1,9,1
824,2004-11-23,2004,11,4,30,62.16,60,1864.8,5,1,14,2
825,2005-01-05,2005,1,1,23,49.67,60,1142.41,5,1,1,2
826,2005-02-02,2005,2,1,22,53.3,60,1172.6,5,1,13,2
827,2005-03-03,2005,3,1,39,100.0,60,6981.0,5,1,1,1
828,2005-04-07,2005,4,2,55,55.72,60,3064.6,5,1,1,1
829,2005-05-13,2005,5,2,36,61.18,60,2202.48,1,1,1,2
830,2003-01-09,2003,1,1,26,100.0,168,3773.38,5,6,1,1
831,2003-03-18,2003,3,1,31,100.0,168,5074.39,5,6,1,1
832,2003-05-21,2003,5,2,34,100.0,168,6483.46,5,6,15,1
834,2003-09-12,2003,9,3,23,100.0,168,4230.62,5,6,1,1
835,2003-10-18,2003,10,4,48,100.0,168,7209.12,5,6,1,0
836,2003-11-05,2003,11,4,22,100.0,168,3452.68,5,6,1,1
837,2003-11-12,2003,11,4,21,100.0,168,3047.73,5,6,1,1
838,2003-11-21,2003,11,4,22,100.0,168,3675.32,5,6,15,1
839,2003-12-03,2003,12,4,40,100.0,168,7492.4,5,6,1,0
