ORDER_DATE,QUARTER,MONTH,YEAR,REGION,STATE,SHIPPING_TYPE,CUSTOMER_TYPE,QUANTITY_ORDERED,DEAL_SIZE,PRICE_EACH,MSRP,PRODUCT_TYPE,PRODUCT_LINE,SALES
2021-10-10,4,10,2021,Peninsular,Negeri Sembilan,Free,Existing,31,Small,71.1,60,Makeup,Masscara,2204.1
2020-11-11,4,11,2020,East,Sarawak,Free,Existing,41,Small,69.28,60,Skincare,Cleanser,2840.48
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,Existing,44,Small,60.16,60,Makeup,Liquid Lip,2647.04
2021-11-11,4,11,2021,Peninsular,Pahang,Free,Existing,45,Medium,70.49,60,Skincare,Face mask,3172.05
2021-12-12,4,12,2021,East,Sabah,Free,New,37,Small,69.89,60,Makeup,Concealer,2585.93
2021-02-02,1,2,2021,Peninsular,Kelantan,Free,New,35,Small,61.38,60,Makeup,Blush,2148.3
2021-03-03,1,3,2021,Peninsular,Selangor,Free,New,28,Small,59.55,60,Makeup,Foundation,1667.4
2021-05-05,2,5,2021,Peninsular,Johor,Free,Existing,30,Small,61.99,60,Makeup,Foundation,1859.7
2020-06-06,2,6,2020,Peninsular,Kelantan,Free,New,30,Small,49.22,60,Skincare,Essence,1476.6
2021-07-07,3,7,2021,Peninsular,Selangor,Free,New,25,Small,69.28,60,Skincare,Essence,1732.0
2021-08-08,3,8,2021,East,Sarawak,Free,Existing,29,Small,57.73,60,Skincare,Face mask,1674.17
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,Existing,26,Small,57.73,60,Makeup,Lipstick,1500.98
2021-10-10,4,10,2021,East,Sabah,Free,New,41,Small,53.48,60,Skincare,Sunscreen,2192.68
2020-10-10,4,10,2020,Peninsular,Negeri Sembilan,Free,Existing,34,Small,52.87,60,Skincare,Moisturizer,1797.58
2021-11-11,4,11,2021,Peninsular,Perlis,Free,New,35,Small,61.21,60,Makeup,Eyebrow,2142.35
2020-11-11,4,11,2020,Peninsular,Kelantan,Customer paid,New,34,Small,61.38,60,Makeup,Blush,2086.92
2021-11-11,4,11,2021,Peninsular,Penang,Free,New,50,Medium,100.0,60,Skincare,Makeup remover,6834.5
2020-12-12,4,12,2020,Peninsular,Selangor,Free,Existing,41,Small,61.99,60,Makeup,Concealer,2541.59
2021-01-01,1,1,2021,Peninsular,Melaka,Free,Existing,22,Small,96.86,60,Skincare,Essence,2130.92
2021-02-02,1,2,2021,Peninsular,Selangor,Free,New,35,Small,48.62,60,Skincare,Sunscreen,1701.7
2020-03-03,1,3,2020,Peninsular,Melaka,Free,New,44,Small,38.5,60,Skincare,Face mask,1694.0
2021-05-05,2,5,2021,Peninsular,Kelantan,Free,Existing,47,Small,61.99,60,Skincare,Sunscreen,2913.53
2020-05-05,2,5,2020,Peninsular,Johor,Customer paid,New,19,Small,49.22,60,Skincare,Moisturizer,935.18
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,Existing,34,Medium,90.39,84,Makeup,Concealer,3073.26
2020-04-04,2,4,2020,Peninsular,Penang,Free,New,29,Small,71.81,84,Makeup,Eyebrow,2082.49
2021-06-06,2,6,2021,Peninsular,Kelantan,Free,New,49,Medium,69.27,84,Makeup,Blush,3394.23
2021-08-08,3,8,2021,Peninsular,Selangor,Free,New,30,Small,85.32,84,Skincare,Eye cream,2559.6
2020-10-10,4,10,2020,Peninsular,Selangor,Free,Existing,21,Small,70.96,84,Skincare,Serum,1490.16
2020-01-01,1,1,2020,Peninsular,Kedah,Free,Existing,50,Medium,76.88,84,Skincare,Face mask,3844.0
2021-02-02,1,2,2021,Peninsular,Penang,Free,Existing,47,Medium,100.0,84,Skincare,Toner,4724.91
2020-04-04,2,4,2020,Peninsular,Negeri Sembilan,Free,New,24,Small,76.03,84,Makeup,Concealer,1824.72
2021-05-05,2,5,2021,Peninsular,Selangor,Free,Existing,27,Small,98.84,84,Skincare,Face mask,2668.68
2021-06-06,2,6,2021,Peninsular,Perak,Free,Existing,33,Small,86.17,84,Skincare,Face mask,2843.61
2021-07-07,3,7,2021,Peninsular,Kelantan,Free,Existing,35,Medium,90.39,84,Makeup,Concealer,3163.65
2020-08-08,3,8,2020,Peninsular,Putrajaya,Free,Existing,31,Small,71.81,84,Makeup,Liquid Lip,2226.11
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,New,25,Small,82.79,84,Makeup,Foundation,2069.75
2020-10-10,4,10,2020,Peninsular,KL,Free,Existing,27,Small,82.79,84,Skincare,Serum,2235.33
2020-11-11,4,11,2020,East,Sarawak,Free,Existing,31,Medium,100.0,84,Skincare,Serum,3116.43
2021-11-11,4,11,2021,Peninsular,Kelantan,Customer paid,Existing,45,Medium,100.0,84,Makeup,Foundation,4781.7
2020-11-11,4,11,2020,Peninsular,Johor,Free,Existing,27,Small,100.0,84,Makeup,Foundation,2810.7
2021-12-12,4,12,2021,Peninsular,Perak,Free,New,27,Medium,100.0,84,Skincare,Serum,3515.67
2020-02-02,1,2,2020,Peninsular,Johor,Free,New,42,Small,69.27,84,Skincare,Essence,2909.34
2020-03-03,1,3,2020,Peninsular,Kelantan,Customer paid,New,21,Small,74.77,84,Makeup,Lipstick,1570.17
2020-03-03,1,3,2020,Peninsular,Johor,Free,New,34,Small,76.88,84,Skincare,Moisturizer,2613.92
2021-04-04,2,4,2021,Peninsular,Penang,Customer paid,Existing,42,Medium,76.03,84,Makeup,Eyeliner,3193.26
2020-05-05,2,5,2020,Peninsular,Kelantan,Free,Existing,15,Small,98.84,84,Makeup,Eyebrow,1482.6
2021-02-02,1,2,2021,Peninsular,KL,Free,Existing,29,Small,70.87,60,Skincare,Sunscreen,2055.23
2021-04-04,2,4,2021,Peninsular,Penang,Free,New,46,Small,58.15,60,Makeup,Blush,2674.9
2020-07-07,3,7,2020,Peninsular,Kelantan,Free,Existing,30,Small,61.78,60,Skincare,Makeup remover,1853.4
2021-08-08,3,8,2021,Peninsular,Selangor,Free,New,30,Small,49.67,60,Makeup,Lipstick,1490.1
2020-10-10,4,10,2020,Peninsular,Selangor,Free,Existing,42,Small,51.48,60,Makeup,Blush,2162.16
2021-10-10,4,10,2021,Peninsular,Selangor,Free,New,46,Small,61.18,60,Makeup,Foundation,2814.28
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,Existing,25,Small,64.2,60,Makeup,Lipstick,1605.0
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,32,Small,65.42,60,Skincare,Makeup remover,2093.44
2021-12-12,4,12,2021,Peninsular,Selangor,Free,Existing,30,Small,64.81,60,Makeup,Eyeliner,1944.3
2021-01-01,1,1,2021,Peninsular,Kedah,Free,New,40,Small,49.67,60,Makeup,Blush,1986.8
2020-02-02,1,2,2020,Peninsular,Penang,Free,New,28,Small,60.57,60,Makeup,Foundation,1695.96
2020-04-04,2,4,2020,East,Sarawak,Free,New,23,Small,55.72,60,Makeup,Eyeliner,1281.56
2020-05-05,2,5,2020,Peninsular,Penang,Free,New,29,Small,61.18,60,Skincare,Moisturizer,1774.22
2020-06-06,2,6,2020,Peninsular,Perak,Free,Existing,34,Small,58.75,60,Makeup,Concealer,1997.5
2020-07-07,3,7,2020,Peninsular,Kelantan,Free,Existing,37,Small,63.6,60,Skincare,Toner,2353.2
2021-08-08,3,8,2021,East,Sabah,Free,New,20,Small,49.06,60,Skincare,Makeup remover,981.2
2021-09-09,3,9,2021,Peninsular,Kelantan,Free,New,32,Small,48.46,60,Skincare,Toner,1550.72
2020-10-10,4,10,2020,Peninsular,KL,Free,Existing,34,Small,52.09,60,Skincare,Makeup remover,1771.06
2021-11-11,4,11,2021,East,Sarawak,Free,Existing,42,Small,52.7,60,Skincare,Serum,2213.4
2021-11-11,4,11,2021,Peninsular,KL,Free,New,38,Medium,100.0,60,Skincare,Moisturizer,5266.04
2021-11-11,4,11,2021,Peninsular,Johor,Free,New,30,Small,62.16,60,Skincare,Moisturizer,1864.8
2020-01-01,1,1,2020,Peninsular,Selangor,Free,Existing,23,Small,49.67,60,Makeup,Lipstick,1142.41
2020-02-02,1,2,2020,Peninsular,Johor,Free,New,22,Small,53.3,60,Skincare,Toner,1172.6
2021-03-03,1,3,2021,Peninsular,Kelantan,Free,New,39,Medium,100.0,60,Makeup,Liquid Lip,6981.0
2021-04-04,2,4,2021,Peninsular,Kelantan,Free,New,55,Medium,55.72,60,Skincare,Essence,3064.6
2021-05-05,2,5,2021,East,Sarawak,Customer paid,Existing,36,Small,61.18,60,Skincare,Moisturizer,2202.48
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,New,26,Medium,100.0,168,Makeup,Eyebrow,3773.38
2020-03-03,1,3,2020,Peninsular,Kelantan,Free,Existing,31,Medium,100.0,168,Makeup,Foundation,5074.39
2021-05-05,2,5,2021,Peninsular,Penang,Free,Existing,34,Medium,100.0,168,Makeup,Liquid Lip,6483.46
2021-07-07,3,7,2021,Peninsular,Melaka,Free,Existing,41,Large,100.0,168,Makeup,Lipstick,7956.46
2021-09-09,3,9,2021,Peninsular,Selangor,Free,Existing,23,Medium,100.0,168,Makeup,Foundation,4230.62
2021-10-10,4,10,2021,Peninsular,Selangor,Free,New,48,Large,100.0,168,Skincare,Makeup remover,7209.12
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,New,22,Medium,100.0,168,Skincare,Face mask,3452.68
2020-11-11,4,11,2020,Peninsular,Selangor,Free,New,21,Medium,100.0,168,Makeup,Blush,3047.73
2021-11-11,4,11,2021,Peninsular,Penang,Free,New,22,Medium,100.0,168,Skincare,Toner,3675.32
2020-12-12,4,12,2020,Peninsular,Kelantan,Free,Existing,40,Large,100.0,168,Makeup,Lipstick,7492.4
2021-01-01,1,1,2021,Peninsular,Kelantan,Free,Existing,50,Large,100.0,168,Skincare,Face mask,9534.5
2020-03-03,1,3,2020,Peninsular,Johor,Free,Existing,29,Medium,100.0,168,Skincare,Face mask,5579.02
2021-04-04,2,4,2021,Peninsular,Kelantan,Free,Existing,43,Medium,100.0,168,Makeup,Eyebrow,5950.34
2021-06-06,2,6,2021,Peninsular,Terengganu,Free,New,24,Medium,100.0,168,Makeup,Eyebrow,3726.0
2021-08-08,3,8,2021,Peninsular,Terengganu,Free,Existing,22,Medium,100.0,168,Skincare,Sunscreen,4455.0
2021-09-09,3,9,2021,Peninsular,Kelantan,Free,New,43,Large,100.0,168,Skincare,Moisturizer,8272.34
2021-10-10,4,10,2021,Peninsular,Kelantan,Free,Existing,20,Medium,100.0,168,Skincare,Moisturizer,3577.6
2020-10-10,4,10,2020,Peninsular,Selangor,Free,Existing,25,Medium,100.0,168,Skincare,Eye cream,3881.25
2021-11-11,4,11,2021,Peninsular,Perlis,Free,Existing,36,Medium,100.0,168,Skincare,Moisturizer,5797.44
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,Existing,24,Small,52.67,168,Skincare,Serum,1264.08
2020-11-11,4,11,2020,Peninsular,Penang,Free,New,21,Medium,100.0,168,Makeup,Lipstick,4815.3
2020-12-12,4,12,2020,Peninsular,Putrajaya,Free,Existing,30,Medium,100.0,168,Skincare,Toner,4462.2
2021-01-01,1,1,2021,Peninsular,Selangor,Customer paid,Existing,32,Medium,94.79,168,Skincare,Essence,3033.28
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,New,21,Small,47.18,168,Skincare,Eye cream,990.78
2021-03-03,1,3,2021,Peninsular,Selangor,Free,New,26,Small,78.11,168,Makeup,Eyebrow,2030.86
2020-05-05,2,5,2020,Peninsular,Selangor,Customer paid,Existing,35,Medium,100.0,168,Makeup,Foundation,5433.75
2021-03-03,1,3,2021,East,Sarawak,Free,New,26,Medium,100.0,132,Makeup,Lipstick,3157.44
2021-05-05,2,5,2021,Peninsular,Kelantan,Free,New,46,Medium,100.0,132,Skincare,Toner,5161.2
2021-07-07,3,7,2021,Peninsular,Kelantan,Free,New,37,Medium,100.0,132,Skincare,Sunscreen,4346.76
2020-09-09,3,9,2020,Peninsular,Melaka,Free,New,27,Medium,100.0,132,Skincare,Sunscreen,3528.36
2020-10-10,4,10,2020,Peninsular,Kelantan,Free,Existing,23,Medium,100.0,132,Skincare,Face mask,3187.8
2020-11-11,4,11,2020,Peninsular,Perak,Free,New,39,Medium,100.0,132,Skincare,Moisturizer,6023.16
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,Existing,27,Medium,100.0,132,Makeup,Foundation,3884.76
2020-11-11,4,11,2020,Peninsular,Perlis,Free,New,38,Medium,100.0,132,Makeup,Eyeliner,4965.84
2020-12-12,4,12,2020,Peninsular,KL,Free,Existing,27,Medium,100.0,132,Skincare,Cleanser,4169.88
2021-01-01,1,1,2021,Peninsular,Kelantan,Free,Existing,40,Medium,100.0,132,Skincare,Face mask,4910.4
2020-02-02,1,2,2020,Peninsular,Selangor,Free,New,24,Medium,100.0,132,Makeup,Lipstick,3231.36
2020-04-04,2,4,2020,Peninsular,Kelantan,Free,Existing,44,Medium,100.0,132,Skincare,Sunscreen,6853.44
2021-06-06,2,6,2021,Peninsular,Kelantan,Customer paid,New,37,Medium,100.0,132,Skincare,Essence,5177.04
2021-07-07,3,7,2021,Peninsular,Terengganu,Free,Existing,20,Small,100.0,132,Makeup,Eyeliner,2824.8
2021-08-08,3,8,2021,East,Labuan,Free,Existing,39,Medium,100.0,132,Skincare,Essence,4324.32
2021-08-08,3,8,2021,Peninsular,Kelantan,Free,New,44,Medium,100.0,132,Makeup,Lipstick,5052.96
2021-10-10,4,10,2021,Peninsular,Perak,Free,Existing,22,Medium,100.0,132,Makeup,Eyeliner,3223.44
2021-10-10,4,10,2021,Peninsular,Kelantan,Free,New,43,Medium,100.0,132,Makeup,Liquid Lip,5278.68
2020-11-11,4,11,2020,East,Sabah,Free,New,27,Small,100.0,132,Skincare,Serum,2851.2
2021-11-11,4,11,2021,East,Sarawak,Free,Existing,26,Small,64.9,132,Makeup,Lipstick,1687.4
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,25,Small,52.32,132,Makeup,Masscara,1308.0
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,New,49,Medium,100.0,132,Skincare,Serum,6144.6
2021-02-02,1,2,2021,Peninsular,Kelantan,Free,Existing,29,Medium,100.0,132,Makeup,Foundation,5127.2
2020-04-04,2,4,2020,Peninsular,Selangor,Customer paid,New,41,Medium,100.0,132,Skincare,Face mask,6386.16
2021-05-05,2,5,2021,Peninsular,Negeri Sembilan,Free,Existing,55,Large,100.0,132,Skincare,Face mask,7695.6
2020-01-01,1,1,2020,Peninsular,Pahang,Free,New,27,Small,83.07,101,Makeup,Eyeshadow,2242.89
2021-03-03,1,3,2021,Peninsular,Kelantan,Free,New,23,Small,100.0,101,Skincare,Moisturizer,2539.89
2021-05-05,2,5,2021,Peninsular,Kelantan,Free,Existing,31,Small,90.17,101,Skincare,Face mask,2795.27
2021-07-07,3,7,2021,Peninsular,Melaka,Free,Existing,46,Medium,100.0,101,Makeup,Eyebrow,5545.76
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,Existing,47,Medium,91.18,101,Makeup,Liquid Lip,4285.46
2020-10-10,4,10,2020,Peninsular,KL,Free,Existing,31,Medium,100.0,101,Makeup,Foundation,3329.09
2020-11-11,4,11,2020,Peninsular,Johor,Free,Existing,46,Medium,100.0,101,Makeup,Foundation,5592.22
2021-11-11,4,11,2021,East,Sarawak,Free,Existing,37,Medium,89.15,101,Makeup,Foundation,3298.55
2020-11-11,4,11,2020,Peninsular,Penang,Free,Existing,28,Small,93.21,101,Skincare,Makeup remover,2609.88
2020-12-12,4,12,2020,Peninsular,Negeri Sembilan,Free,New,37,Medium,90.17,101,Skincare,Moisturizer,3336.29
2021-01-01,1,1,2021,Peninsular,Selangor,Free,Existing,49,Medium,100.0,101,Makeup,Eyeliner,5510.05
2021-03-03,1,3,2021,East,Sabah,Free,Existing,24,Small,100.0,101,Makeup,Blush,2504.4
2021-04-04,2,4,2021,Peninsular,Kelantan,Free,Existing,30,Medium,100.0,101,Skincare,Moisturizer,3525.6
2021-06-06,2,6,2021,Peninsular,Selangor,Free,Existing,50,Medium,88.14,101,Skincare,Toner,4407.0
2020-07-07,3,7,2020,Peninsular,Melaka,Free,New,31,Small,96.24,101,Makeup,Eyeliner,2983.44
2021-08-08,3,8,2021,Peninsular,Kelantan,Free,New,46,Medium,100.0,101,Skincare,Eye cream,5126.24
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,Existing,47,Medium,100.0,101,Makeup,Lipstick,5713.79
2021-10-10,4,10,2021,Peninsular,KL,Free,Existing,46,Medium,100.0,101,Skincare,Eye cream,4613.8
2020-10-10,4,10,2020,Peninsular,Selangor,Free,Existing,37,Medium,100.0,101,Skincare,Sunscreen,3711.1
2020-11-11,4,11,2020,Peninsular,Perlis,Free,Existing,33,Medium,100.0,101,Makeup,Masscara,3524.73
2021-11-11,4,11,2021,Peninsular,Selangor,Free,New,31,Small,90.17,101,Makeup,Lipstick,2795.27
2021-11-11,4,11,2021,Peninsular,Penang,Free,New,48,Medium,100.0,101,Skincare,Cleanser,4814.4
2021-12-12,4,12,2021,Peninsular,Selangor,Free,Existing,41,Medium,87.13,101,Skincare,Moisturizer,3572.33
2021-01-01,1,1,2021,East,Sabah,Free,Existing,42,Medium,100.0,101,Makeup,Liquid Lip,4581.36
2021-02-02,1,2,2021,Peninsular,Selangor,Free,Existing,41,Medium,100.0,101,Makeup,Eyeshadow,4319.76
2020-03-03,1,3,2020,Peninsular,Melaka,Free,Existing,32,Small,45.25,101,Skincare,Serum,1448.0
2020-05-05,2,5,2020,Peninsular,Johor,Customer paid,New,10,Small,88.14,101,Makeup,Eyeliner,881.4
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,New,35,Small,57.46,62,Makeup,Eyebrow,2011.1
2020-03-03,1,3,2020,Peninsular,Selangor,Free,Existing,28,Small,64.33,62,Makeup,Concealer,1801.24
2021-05-05,2,5,2021,Peninsular,Kelantan,Free,New,46,Medium,73.7,62,Makeup,Masscara,3390.2
2021-07-07,3,7,2021,Peninsular,Melaka,Free,Existing,20,Small,71.2,62,Skincare,Sunscreen,1424.0
2020-09-09,3,9,2020,Peninsular,Kelantan,Free,New,30,Small,49.97,62,Skincare,Eye cream,1499.1
2020-10-10,4,10,2020,Peninsular,KL,Free,New,48,Medium,69.96,62,Makeup,Concealer,3358.08
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,New,28,Small,53.72,62,Skincare,Face mask,1504.16
2021-11-11,4,11,2021,East,Sarawak,Free,New,39,Small,68.08,62,Makeup,Concealer,2655.12
2020-11-11,4,11,2020,Peninsular,Penang,Free,Existing,24,Small,51.84,62,Skincare,Essence,1244.16
2020-12-12,4,12,2020,Peninsular,Negeri Sembilan,Free,Existing,28,Small,67.46,62,Skincare,Sunscreen,1888.88
2020-01-01,1,1,2020,Peninsular,Selangor,Free,New,31,Small,58.71,62,Makeup,Eyeshadow,1820.01
2020-03-03,1,3,2020,East,Sabah,Free,Existing,45,Small,63.71,62,Makeup,Lipstick,2866.95
2021-04-04,2,4,2021,Peninsular,Kelantan,Free,Existing,24,Small,58.09,62,Makeup,Liquid Lip,1394.16
2020-06-06,2,6,2020,Peninsular,Selangor,Free,New,49,Small,53.72,62,Makeup,Eyeliner,2632.28
2021-07-07,3,7,2021,Peninsular,Kelantan,Free,New,32,Small,63.08,62,Skincare,Cleanser,2018.56
2021-08-08,3,8,2021,Peninsular,Kelantan,Free,Existing,43,Small,68.71,62,Skincare,Toner,2954.53
2021-09-09,3,9,2021,Peninsular,Terengganu,Free,New,37,Small,50.59,62,Makeup,Liquid Lip,1871.83
2020-10-10,4,10,2020,Peninsular,Kelantan,Free,Existing,24,Small,64.96,62,Makeup,Lipstick,1559.04
2021-10-10,4,10,2021,Peninsular,Selangor,Free,Existing,35,Small,53.72,62,Skincare,Makeup remover,1880.2
2020-11-11,4,11,2020,Peninsular,Perlis,Free,Existing,41,Small,29.87,62,Makeup,Blush,1224.67
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,Existing,26,Small,100.0,62,Makeup,Lipstick,2979.08
2021-11-11,4,11,2021,Peninsular,Penang,Free,New,34,Small,64.96,62,Makeup,Masscara,2208.64
2020-12-12,4,12,2020,Peninsular,Selangor,Free,New,49,Medium,70.58,62,Makeup,Eyeshadow,3458.42
2020-01-01,1,1,2020,East,Sabah,Free,New,28,Small,44.21,62,Makeup,Blush,1237.88
2020-02-02,1,2,2020,Peninsular,Selangor,Free,Existing,40,Small,68.08,62,Skincare,Toner,2723.2
2020-03-03,1,3,2020,Peninsular,Putrajaya,Free,New,37,Small,59.96,62,Skincare,Makeup remover,2218.52
2020-05-05,2,5,2020,Peninsular,Kelantan,Customer paid,New,31,Small,53.72,62,Skincare,Serum,1665.32
2020-02-02,1,2,2020,Peninsular,Kelantan,Free,New,41,Medium,83.44,86,Makeup,Eyeliner,3421.04
2020-04-04,2,4,2020,Peninsular,Kelantan,Free,New,21,Small,89.46,86,Makeup,Eyeliner,1878.66
2020-06-06,2,6,2020,East,Sabah,Free,Existing,40,Medium,96.34,86,Skincare,Serum,3853.6
2021-08-08,3,8,2021,East,Sabah,Free,New,46,Medium,74.84,86,Skincare,Cleanser,3442.64
2020-10-10,4,10,2020,Peninsular,Kedah,Free,New,44,Medium,79.14,86,Makeup,Foundation,3482.16
2021-10-10,4,10,2021,Peninsular,Kelantan,Customer paid,New,46,Medium,73.12,86,Skincare,Toner,3363.52
2020-11-11,4,11,2020,Peninsular,Putrajaya,Free,New,41,Medium,81.72,86,Makeup,Blush,3350.52
2021-11-11,4,11,2021,Peninsular,Johor,Free,New,32,Small,89.46,86,Skincare,Face mask,2862.72
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,New,46,Medium,87.74,86,Makeup,Blush,4036.04
2021-01-01,1,1,2021,Peninsular,Selangor,Free,Existing,28,Small,100.0,86,Skincare,Face mask,2817.92
2021-02-02,1,2,2021,Peninsular,Selangor,Free,New,49,Medium,94.62,86,Makeup,Blush,4636.38
2020-05-05,2,5,2020,Peninsular,KL,Customer paid,Existing,21,Small,73.98,86,Makeup,Concealer,1553.58
2021-06-06,2,6,2021,Peninsular,Kelantan,Customer paid,Existing,32,Small,84.3,86,Makeup,Eyeshadow,2697.6
2021-07-07,3,7,2021,Peninsular,Kelantan,Free,Existing,34,Medium,98.06,86,Skincare,Eye cream,3334.04
2020-08-08,3,8,2020,Peninsular,Negeri Sembilan,Free,Existing,21,Small,98.06,86,Makeup,Concealer,2059.26
2021-09-09,3,9,2021,Peninsular,Kelantan,Free,Existing,21,Small,96.34,86,Skincare,Moisturizer,2023.14
2020-10-10,4,10,2020,East,Sarawak,Free,New,31,Small,83.44,86,Skincare,Toner,2586.64
2021-11-11,4,11,2021,Peninsular,Terengganu,Free,New,21,Small,94.62,86,Makeup,Blush,1987.02
2020-11-11,4,11,2020,Peninsular,Kedah,Customer paid,Existing,25,Small,45.86,86,Makeup,Lipstick,1146.5
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,Existing,28,Small,82.58,86,Makeup,Liquid Lip,2312.24
2020-12-12,4,12,2020,Peninsular,Putrajaya,Free,New,43,Small,64.97,86,Makeup,Concealer,2793.71
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,Existing,22,Small,86.74,86,Makeup,Liquid Lip,1908.28
2021-03-03,1,3,2021,Peninsular,Pahang,Customer paid,Existing,37,Medium,93.01,86,Skincare,Eye cream,3441.37
2020-03-03,1,3,2020,Peninsular,Kelantan,Free,Existing,28,Small,72.26,86,Skincare,Face mask,2023.28
2020-04-04,2,4,2020,Peninsular,Selangor,Free,New,30,Small,74.84,86,Makeup,Concealer,2245.2
2020-05-05,2,5,2020,East,Sabah,Customer paid,New,44,Medium,73.98,86,Skincare,Toner,3255.12
2020-01-01,1,1,2020,Peninsular,Kelantan,Free,New,25,Small,100.0,104,Skincare,Essence,2539.5
2020-03-03,1,3,2020,Peninsular,Selangor,Free,New,43,Medium,100.0,104,Makeup,Foundation,4818.15
2020-05-05,2,5,2020,Peninsular,Kelantan,Free,Existing,30,Small,97.39,104,Skincare,Cleanser,2921.7
2021-07-07,3,7,2021,Peninsular,Melaka,Free,Existing,20,Small,90.06,104,Makeup,Eyeliner,1801.2
2021-09-09,3,9,2021,Peninsular,Johor,Free,New,26,Small,100.0,104,Skincare,Serum,2804.36
2021-10-10,4,10,2021,Peninsular,KL,Free,New,40,Medium,100.0,104,Skincare,Face mask,4900.8
2020-11-11,4,11,2020,Peninsular,Kelantan,Free,Existing,31,Small,89.01,104,Makeup,Eyeshadow,2759.31
2020-11-11,4,11,2020,East,Sarawak,Free,New,22,Small,100.0,104,Skincare,Sunscreen,2488.2
2020-11-11,4,11,2020,Peninsular,Penang,Free,Existing,23,Small,100.0,104,Skincare,Essence,2769.89
2020-12-12,4,12,2020,Peninsular,Negeri Sembilan,Free,New,30,Medium,100.0,104,Skincare,Essence,3581.4
2021-01-01,1,1,2021,Peninsular,Selangor,Free,Existing,49,Medium,100.0,104,Makeup,Eyeliner,5285.14
2020-03-03,1,3,2020,East,Sabah,Free,Existing,31,Medium,100.0,104,Makeup,Masscara,3181.53
2020-04-04,2,4,2020,Peninsular,Kedah,Free,Existing,29,Medium,100.0,104,Skincare,Makeup remover,3340.51
2020-06-06,2,6,2020,Peninsular,Selangor,Free,New,37,Medium,84.82,104,Makeup,Blush,3138.34
2021-07-07,3,7,2021,Peninsular,Melaka,Free,Existing,38,Medium,100.0,104,Makeup,Eyebrow,4775.08
2021-08-08,3,8,2021,Peninsular,Kelantan,Free,New,29,Medium,100.0,104,Makeup,Concealer,3006.43
2021-09-09,3,9,2021,Peninsular,Kelantan,Free,Existing,23,Small,100.0,104,Makeup,Liquid Lip,2866.26
2020-10-10,4,10,2020,Peninsular,Kelantan,Free,Existing,26,Small,85.87,104,Makeup,Concealer,2232.62
2021-10-10,4,10,2021,Peninsular,Selangor,Free,New,38,Medium,100.0,104,Skincare,Moisturizer,4457.02
2020-11-11,4,11,2020,Peninsular,Perlis,Free,New,48,Small,47.04,104,Skincare,Cleanser,2257.92
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,40,Small,39.8,104,Skincare,Makeup remover,1592.0
2021-11-11,4,11,2021,Peninsular,Penang,Free,Existing,45,Medium,100.0,104,Makeup,Masscara,4948.2
2021-12-12,4,12,2021,Peninsular,Selangor,Free,Existing,44,Medium,100.0,104,Makeup,Liquid Lip,5160.76
2020-01-01,1,1,2020,East,Sabah,Free,New,21,Small,94.22,104,Makeup,Eyeliner,1978.62
2020-02-02,1,2,2020,Peninsular,Selangor,Free,Existing,35,Medium,100.0,104,Makeup,Masscara,4288.2
2021-03-03,1,3,2021,Peninsular,Kelantan,Free,Existing,29,Small,86.92,104,Skincare,Moisturizer,2520.68
2020-05-05,2,5,2020,Peninsular,Putrajaya,Customer paid,New,21,Small,84.82,104,Skincare,Eye cream,1781.22
2020-02-02,1,2,2020,Peninsular,Johor,Free,Existing,22,Medium,100.0,136,Skincare,Cleanser,3065.04
2021-04-04,2,4,2021,Peninsular,Terengganu,Free,Existing,26,Medium,100.0,136,Makeup,Eyebrow,3551.34
2021-06-06,2,6,2021,Peninsular,Kelantan,Free,New,41,Medium,100.0,136,Skincare,Serum,5544.02
2021-08-08,3,8,2021,Peninsular,Selangor,Free,New,47,Medium,100.0,136,Makeup,Liquid Lip,6034.33
2021-09-09,3,9,2021,Peninsular,Kelantan,Free,New,31,Medium,100.0,136,Makeup,Masscara,3641.57
2021-10-10,4,10,2021,East,Sabah,Free,Existing,43,Medium,100.0,136,Skincare,Sunscreen,6930.74
2021-11-11,4,11,2021,Peninsular,Kelantan,Free,New,23,Medium,100.0,136,Skincare,Makeup remover,3675.63
