,ORDER_DATE,QUARTER,MONTH,YEAR,REGION,STATE,SHIPPING_TYPE,CUSTOMER_TYPE,QUANTITY_ORDERED,DEAL_SIZE,PRICE_EACH,MSRP,PRODUCT_TYPE,PRODUCT_LINE,SALES
319,2020-08-08,3,8,2020,1,14,1,1,46,0,100.0,173,1,17,9470.94
320,2021-09-09,3,9,2021,1,3,1,1,49,0,100.0,173,1,1,7036.89
321,2021-10-10,4,10,2021,1,3,1,1,27,1,100.0,173,1,12,5559.03
322,2020-11-11,4,11,2020,1,3,1,0,50,0,100.0,173,0,5,7872.5
323,2020-11-11,4,11,2020,0,12,1,1,43,0,100.0,173,0,11,7886.2
324,2021-11-11,4,11,2021,1,9,1,0,38,0,100.0,173,0,5,7232.16
325,2021-01-01,1,1,2021,1,3,1,0,20,1,100.0,173,0,0,3114.4
326,2021-02-02,1,2,2021,1,0,1,1,27,1,100.0,173,0,13,5045.22
327,2020-03-03,1,3,2020,1,3,1,0,49,1,100.0,173,0,7,6952.12
328,2021-05-05,2,5,2021,1,1,1,1,27,1,100.0,173,0,9,4157.73
329,2020-07-07,3,7,2020,0,13,1,0,39,0,100.0,173,1,16,7962.24
330,2020-08-08,3,8,2020,1,14,1,0,24,1,100.0,173,0,10,3778.8
331,2020-09-09,3,9,2020,1,3,1,1,45,0,100.0,173,1,17,8253.0
332,2021-10-10,4,10,2021,1,7,1,0,20,1,100.0,173,0,13,3633.4
333,2020-10-10,4,10,2020,1,3,1,0,36,1,100.0,173,0,6,6913.8
334,2021-11-11,4,11,2021,1,3,1,0,24,2,100.0,173,1,1,2583.6
335,2020-11-11,4,11,2020,1,1,1,1,49,1,63.38,173,0,2,3105.62
336,2021-12-12,4,12,2021,1,1,1,1,26,1,100.0,173,1,8,4408.56
337,2020-12-12,4,12,2020,1,3,1,0,49,1,62.09,173,1,14,3042.41
338,2020-01-01,1,1,2020,1,0,1,1,34,1,100.0,173,1,16,5941.5
339,2021-02-02,1,2,2021,1,14,1,1,34,1,95.35,173,1,16,3241.9
340,2020-03-03,1,3,2020,1,14,1,0,33,1,100.0,173,1,8,6109.29
341,2020-05-05,2,5,2020,1,9,1,0,22,1,100.0,173,1,3,3387.78
342,2021-03-03,1,3,2021,1,3,1,0,39,1,89.38,79,1,15,3485.82
343,2021-05-05,2,5,2021,1,3,1,0,32,2,63.84,79,0,11,2042.88
344,2020-07-07,3,7,2020,1,14,1,0,24,2,75.01,79,1,15,1800.24
345,2021-09-09,3,9,2021,0,12,1,0,21,2,63.84,79,1,14,1340.64
346,2020-10-10,4,10,2020,1,14,1,1,24,2,73.42,79,1,3,1762.08
347,2020-11-11,4,11,2020,1,5,1,0,36,2,63.84,79,1,8,2298.24
348,2020-11-11,4,11,2020,1,3,1,0,20,2,81.4,79,1,12,1628.0
349,2020-11-11,4,11,2020,1,3,1,1,30,2,64.64,79,0,9,1939.2
350,2020-12-12,4,12,2020,0,13,1,0,44,1,82.99,79,0,5,3651.56
351,2020-01-01,1,1,2020,1,3,1,0,28,2,92.57,79,0,9,2591.96
352,2020-02-02,1,2,2020,1,11,1,0,37,2,77.41,79,1,4,2864.17
353,2020-04-04,2,4,2020,1,7,1,0,20,2,74.21,79,0,5,1484.2
354,2020-06-06,2,6,2020,1,3,0,0,25,2,90.17,79,1,16,2254.25
355,2021-07-07,3,7,2021,1,3,1,0,35,2,76.61,79,1,12,2681.35
356,2021-08-08,3,8,2021,0,12,1,0,38,1,83.79,79,0,9,3184.02
357,2021-08-08,3,8,2021,1,3,1,1,41,2,69.43,79,0,7,2846.63
358,2020-10-10,4,10,2020,1,7,1,1,22,2,76.61,79,1,4,1685.42
359,2021-10-10,4,10,2021,1,2,1,0,49,1,81.4,79,1,4,3988.6
360,2020-11-11,4,11,2020,1,3,1,1,38,2,73.42,79,1,15,2789.96
361,2021-11-11,4,11,2021,1,1,1,1,33,1,100.0,79,0,11,3607.56
362,2020-11-11,4,11,2020,1,3,1,0,36,1,93.56,79,0,9,3368.16
363,2020-01-01,1,1,2020,1,3,1,0,34,2,81.62,79,1,8,2775.08
364,2020-02-02,1,2,2020,1,6,1,0,24,2,67.83,79,1,8,1627.92
365,2020-03-03,1,3,2020,1,6,1,0,36,2,70.26,79,1,8,2529.36
366,2021-05-05,2,5,2021,1,9,1,1,34,1,90.17,79,0,5,3065.78
367,2020-01-01,1,1,2020,1,3,1,0,41,1,100.0,118,1,4,4615.78
368,2021-04-04,2,4,2021,1,1,1,1,46,1,100.0,118,1,15,5723.78
369,2020-06-06,2,6,2020,1,1,1,0,24,2,100.0,118,0,11,2559.6
370,2020-08-08,3,8,2020,1,3,1,1,21,2,100.0,118,1,17,2140.11
371,2020-09-09,3,9,2020,1,0,1,0,24,1,100.0,118,1,17,3327.6
372,2021-10-10,4,10,2021,1,3,1,0,48,1,100.0,118,0,2,6825.6
373,2021-11-11,4,11,2021,0,13,1,0,26,1,100.0,118,0,2,3543.28
374,2021-11-11,4,11,2021,1,3,1,0,37,1,100.0,118,1,4,4516.22
375,2020-11-11,4,11,2020,1,1,1,1,49,1,100.0,118,1,8,6445.46
376,2021-12-12,4,12,2021,0,12,1,1,34,1,99.54,118,0,6,3384.36
377,2021-02-02,1,2,2021,1,14,1,0,48,1,100.0,118,1,1,4891.68
378,2021-03-03,1,3,2021,1,14,1,1,36,1,100.0,118,1,12,4521.96
379,2021-05-05,2,5,2021,1,15,1,1,46,1,100.0,118,1,1,5069.66
380,2021-06-06,2,6,2021,1,15,1,1,46,1,100.0,118,1,12,6541.2
381,2021-07-07,3,7,2021,1,14,1,1,31,1,97.17,118,0,10,3012.27
382,2020-08-08,3,8,2020,0,13,1,0,41,1,100.0,118,0,13,5247.18
383,2020-09-09,3,9,2020,1,1,1,1,21,2,100.0,118,0,6,2214.87
384,2021-10-10,4,10,2021,0,12,1,0,38,1,100.0,118,1,8,4773.18
385,2020-10-10,4,10,2020,1,3,1,0,45,1,100.0,118,1,15,6185.7
386,2021-11-11,4,11,2021,1,1,1,0,26,2,58.38,118,1,17,1517.88
387,2021-11-11,4,11,2021,1,3,1,1,38,1,100.0,118,1,17,6372.6
388,2020-12-12,4,12,2020,1,1,1,1,48,1,100.0,118,1,4,5232.96
389,2020-12-12,4,12,2020,1,3,1,0,42,2,64.16,118,1,1,2694.72
390,2021-01-01,1,1,2021,1,14,1,1,49,2,35.71,118,0,7,1749.79
391,2020-02-02,1,2,2020,1,14,1,0,32,2,66.58,118,1,14,2130.56
392,2020-05-05,2,5,2020,1,1,1,0,54,1,100.0,118,1,16,5951.34
393,2020-05-05,2,5,2020,1,0,0,0,33,1,100.0,118,1,1,4692.6
394,2021-03-03,1,3,2021,1,3,1,1,36,1,100.0,115,0,13,3731.04
395,2021-05-05,2,5,2021,1,3,1,1,20,2,100.0,115,1,14,2142.0
396,2020-07-07,3,7,2020,1,14,1,0,29,2,97.89,115,0,0,2838.81
397,2021-09-09,3,9,2021,0,12,1,0,33,1,97.89,115,0,7,3230.37
398,2021-10-10,4,10,2021,1,14,1,1,50,1,100.0,115,0,10,5182.0
399,2021-11-11,4,11,2021,1,3,1,0,41,1,100.0,115,1,16,4391.1
400,2020-11-11,4,11,2020,1,3,1,1,36,1,100.0,115,0,7,4477.32
401,2021-11-11,4,11,2021,1,10,1,0,27,1,100.0,115,1,15,3544.56
402,2020-12-12,4,12,2020,1,3,1,0,47,1,100.0,115,0,0,5195.85
403,2020-01-01,1,1,2020,1,3,1,0,33,1,100.0,115,0,11,4180.44
404,2021-02-02,1,2,2021,1,15,1,0,21,2,100.0,115,1,8,2684.43
405,2020-04-04,2,4,2020,1,3,1,0,21,2,93.28,115,0,10,1958.88
406,2020-06-06,2,6,2020,1,15,0,0,41,1,100.0,115,0,13,4910.57
407,2021-07-07,3,7,2021,1,3,1,0,40,1,100.0,115,0,2,4468.4
408,2021-08-08,3,8,2021,1,9,1,1,28,1,100.0,115,1,8,3127.88
409,2020-08-08,3,8,2020,1,3,1,1,23,2,100.0,115,0,2,2675.13
410,2021-10-10,4,10,2021,1,15,1,0,23,2,100.0,115,1,4,2807.61
411,2020-10-10,4,10,2020,1,3,1,0,25,2,100.0,115,0,5,2504.75
412,2021-11-11,4,11,2021,0,12,1,0,24,2,100.0,115,0,0,2984.88
413,2020-11-11,4,11,2020,1,1,1,0,39,2,64.74,115,1,3,2524.86
414,2021-11-11,4,11,2021,1,3,1,1,55,1,75.2,115,0,5,4136.0
415,2021-01-01,1,1,2021,1,3,1,1,46,1,88.45,115,0,0,4068.7
416,2020-02-02,1,2,2020,1,11,1,1,50,1,100.0,115,0,6,5182.0
417,2021-03-03,1,3,2021,1,11,1,1,47,1,100.0,115,0,13,5243.79
418,2020-04-04,2,4,2020,1,0,1,1,97,0,93.28,115,0,5,9048.16
419,2021-05-05,2,5,2021,1,3,1,1,32,1,100.0,115,0,2,3832.64
420,2020-01-01,1,1,2020,1,3,1,0,35,1,100.0,116,0,13,3920.0
421,2021-03-03,1,3,2021,1,14,1,0,49,1,100.0,116,0,5,4916.66
422,2020-05-05,2,5,2020,1,3,1,1,38,1,100.0,116,0,9,3857.0
423,2020-07-07,3,7,2020,1,14,1,0,32,1,100.0,116,0,6,4181.44
424,2021-09-09,3,9,2021,1,3,1,0,34,1,100.0,116,0,13,4641.0
425,2021-10-10,4,10,2021,1,3,0,1,36,1,99.17,116,1,4,3570.12
426,2020-11-11,4,11,2020,1,0,1,0,48,1,93.34,116,0,9,4480.32
427,2020-11-11,4,11,2020,0,13,1,0,21,2,96.84,116,0,0,2033.64
428,2021-11-11,4,11,2021,1,3,1,0,21,2,93.34,116,0,7,1960.14
429,2021-12-12,4,12,2021,1,6,1,1,34,1,100.0,116,0,9,3966.78
430,2020-01-01,1,1,2020,1,14,1,1,46,1,100.0,116,1,17,5152.0
431,2020-03-03,1,3,2020,0,12,1,0,32,1,100.0,116,0,13,3360.0
432,2021-05-05,2,5,2021,1,9,1,0,29,1,100.0,116,1,15,3451.0
433,2021-06-06,2,6,2021,1,0,1,1,41,1,100.0,116,1,1,5453.0
434,2020-07-07,3,7,2020,1,5,1,1,43,1,96.84,116,1,3,4164.12
435,2020-08-08,3,8,2020,1,3,1,0,24,2,100.0,116,1,3,2800.08
436,2020-09-09,3,9,2020,1,3,1,0,41,1,100.0,116,1,16,4687.94
437,2020-10-10,4,10,2020,1,15,1,0,46,1,98.0,116,0,11,4508.0
438,2021-10-10,4,10,2021,1,14,1,0,32,1,100.0,116,1,17,4181.44
439,2021-11-11,4,11,2021,1,10,1,0,22,2,100.0,116,1,15,2251.04
440,2020-11-11,4,11,2020,1,14,1,0,29,2,40.25,116,1,17,1167.25
441,2021-11-11,4,11,2021,1,8,1,1,42,2,49.6,116,0,5,2083.2
442,2021-12-12,4,12,2021,1,14,1,0,39,1,98.0,116,1,16,3822.0
443,2021-01-01,1,1,2021,1,5,1,1,27,1,100.0,116,0,0,3911.49
444,2021-02-02,1,2,2021,1,14,1,0,48,1,98.0,116,0,11,4704.0
445,2021-03-03,1,3,2021,1,5,1,1,29,2,85.1,116,1,12,2467.9
446,2020-05-05,2,5,2020,1,7,1,1,27,1,100.0,116,1,12,3213.0
447,2021-05-05,2,5,2021,1,3,0,1,54,0,100.0,116,1,12,7182.0
448,2020-03-03,1,3,2020,0,13,1,0,26,1,100.0,141,1,1,4379.18
449,2020-05-05,2,5,2020,1,3,1,0,34,1,100.0,141,1,3,5004.8
450,2020-07-07,3,7,2020,1,3,1,0,25,1,100.0,141,0,11,3644.75
451,2020-09-09,3,9,2020,1,5,1,1,23,2,100.0,141,1,1,2702.04
452,2021-10-10,4,10,2021,1,3,1,0,28,1,100.0,141,1,17,3764.88
453,2020-11-11,4,11,2020,1,7,1,1,35,1,100.0,141,0,6,4508.0
454,2020-11-11,4,11,2020,1,3,1,0,44,1,100.0,141,0,0,5418.16
455,2021-11-11,4,11,2021,1,10,1,0,22,1,100.0,141,1,1,3300.66
456,2021-12-12,4,12,2021,1,1,1,1,42,1,100.0,141,0,11,6182.4
457,2020-01-01,1,1,2020,1,15,1,1,29,1,100.0,141,0,9,4186.73
458,2021-02-02,1,2,2021,1,3,1,1,32,1,100.0,141,1,4,4529.28
459,2021-04-04,2,4,2021,1,2,1,1,41,1,100.0,141,0,5,5628.89
460,2020-06-06,2,6,2020,1,11,0,0,26,1,100.0,141,1,3,3054.48
461,2020-07-07,3,7,2020,1,3,1,1,21,2,100.0,141,1,3,2526.51
462,2020-08-08,3,8,2020,0,4,1,1,34,1,100.0,141,0,10,4667.86
463,2021-08-08,3,8,2021,1,2,1,0,41,1,100.0,141,0,10,6499.32
464,2021-10-10,4,10,2021,1,3,1,0,37,1,100.0,141,1,8,5917.78
465,2020-10-10,4,10,2020,1,3,1,1,37,1,100.0,141,1,15,6231.91
466,2021-11-11,4,11,2021,0,12,1,0,41,1,100.0,141,1,12,5803.14
467,2021-11-11,4,11,2021,0,13,1,1,46,1,100.0,141,1,8,6434.02
468,2021-11-11,4,11,2021,1,8,1,1,40,1,100.0,141,0,5,6454.4
469,2020-12-12,4,12,2020,1,3,1,0,43,1,97.6,141,1,16,4196.8
470,2021-01-01,1,1,2021,0,12,1,1,30,2,87.06,141,0,2,2611.8
471,2021-02-02,1,2,2021,1,3,1,1,35,1,100.0,141,0,9,5895.05
472,2021-03-03,1,3,2021,1,14,1,1,36,1,93.77,141,1,15,3375.72
473,2021-04-04,2,4,2021,1,3,0,1,61,0,100.0,141,1,8,8374.69
474,2021-05-05,2,5,2021,1,3,1,1,38,1,100.0,141,0,7,4464.24
475,2021-01-01,1,1,2021,1,1,1,0,39,1,100.0,102,0,5,4808.31
476,2021-03-03,1,3,2021,1,14,1,0,33,1,99.66,102,1,15,3288.78
477,2021-05-05,2,5,2021,1,8,1,1,32,1,100.0,102,1,15,3254.72
478,2020-07-07,3,7,2020,1,5,1,1,31,1,100.0,102,0,6,3184.94
479,2021-09-09,3,9,2021,1,14,1,0,50,1,100.0,102,1,8,5907.5
480,2020-10-10,4,10,2020,1,14,1,1,48,1,91.44,102,0,7,4389.12
481,2021-11-11,4,11,2021,1,3,1,1,43,1,100.0,102,0,10,5036.16
482,2021-11-11,4,11,2021,1,14,1,1,25,2,87.33,102,1,14,2183.25
483,2021-11-11,4,11,2021,1,8,1,1,28,1,100.0,102,1,3,3106.88
484,2020-12-12,4,12,2020,1,0,1,0,36,1,100.0,102,0,5,3735.72
485,2021-01-01,1,1,2021,1,14,1,1,27,2,89.38,102,0,5,2413.26
486,2021-03-03,1,3,2021,1,3,1,1,25,2,100.0,102,1,12,2953.75
487,2020-04-04,2,4,2020,1,3,1,1,40,1,100.0,102,1,1,4684.8
488,2021-06-06,2,6,2021,1,6,1,0,34,1,95.55,102,0,13,3248.7
489,2021-08-08,3,8,2021,1,3,1,0,50,1,100.0,102,0,5,5239.5
490,2020-09-09,3,9,2020,1,3,1,0,38,1,100.0,102,0,13,4567.98
491,2020-10-10,4,10,2020,1,6,1,1,37,1,95.55,102,0,7,3535.35
492,2020-10-10,4,10,2020,1,14,1,1,43,1,89.38,102,0,6,3843.34
493,2021-11-11,4,11,2021,1,10,1,1,43,1,86.3,102,1,15,3710.9
494,2020-11-11,4,11,2020,1,3,1,1,46,1,95.13,102,0,9,4375.98
495,2020-11-11,4,11,2020,0,4,1,0,42,2,36.11,102,1,16,1516.62
496,2021-12-12,4,12,2021,1,3,1,1,50,2,50.18,102,0,9,2509.0
497,2021-01-01,1,1,2021,0,12,1,1,44,0,100.0,102,1,3,9240.44
498,2020-02-02,1,2,2020,1,3,1,0,27,2,93.16,102,1,4,2515.32
499,2020-03-03,1,3,2020,1,5,1,0,35,1,100.0,102,0,5,5548.9
500,2020-05-05,2,5,2020,0,13,0,1,51,1,95.55,102,1,12,4873.05
501,2020-01-01,1,1,2020,1,1,1,1,41,2,50.14,53,0,10,2055.74
502,2021-03-03,1,3,2021,1,14,1,0,48,2,49.06,53,1,3,2354.88
503,2021-05-05,2,5,2021,1,3,1,1,42,2,54.99,53,1,12,2309.58
504,2021-07-07,3,7,2021,1,5,1,0,49,2,43.13,53,0,10,2113.37
505,2021-09-09,3,9,2021,1,14,1,1,30,2,58.22,53,1,3,1746.6
506,2021-10-10,4,10,2021,1,14,1,1,45,2,51.21,53,0,6,2304.45
507,2020-11-11,4,11,2020,1,3,1,1,48,2,44.21,53,0,6,2122.08
508,2020-11-11,4,11,2020,1,14,1,1,32,2,54.45,53,1,4,1742.4
509,2020-11-11,4,11,2020,1,8,1,0,46,2,53.37,53,0,7,2455.02
510,2021-12-12,4,12,2021,1,3,1,1,48,1,63.61,53,0,7,3053.28
511,2020-01-01,1,1,2020,1,14,1,1,33,2,43.13,53,0,5,1423.29
512,2020-03-03,1,3,2020,1,3,1,0,31,2,48.52,53,1,12,1504.12
513,2020-04-04,2,4,2020,1,3,1,1,20,2,58.22,53,0,5,1164.4
514,2020-06-06,2,6,2020,1,15,1,1,29,2,51.75,53,0,11,1500.75
515,2021-08-08,3,8,2021,1,15,1,1,27,2,57.68,53,0,6,1557.36
516,2021-09-09,3,9,2021,1,3,1,1,24,2,56.07,53,0,13,1345.68
517,2020-10-10,4,10,2020,1,3,1,1,37,2,48.52,53,1,17,1795.24
518,2020-10-10,4,10,2020,1,14,1,1,25,2,44.21,53,1,17,1105.25
519,2020-11-11,4,11,2020,1,10,1,1,41,2,57.68,53,0,9,2364.88
520,2021-11-11,4,11,2021,1,3,1,1,27,2,89.89,53,0,13,2427.03
521,2021-11-11,4,11,2021,1,8,1,1,21,2,58.95,53,0,2,1237.95
522,2021-12-12,4,12,2021,1,3,1,1,22,2,72.41,53,1,15,1593.02
523,2020-01-01,1,1,2020,0,12,1,1,32,1,98.63,53,0,10,3156.16
524,2020-02-02,1,2,2020,1,14,1,0,25,2,52.83,53,0,13,1320.75
525,2020-03-03,1,3,2020,1,5,1,0,42,1,100.0,53,0,7,4998.0
526,2020-05-05,2,5,2020,0,13,0,0,25,2,51.75,53,1,12,1293.75
527,2020-03-03,1,3,2020,1,3,1,0,37,1,100.0,124,1,12,5433.08
528,2020-05-05,2,5,2020,1,3,1,0,26,1,100.0,124,0,2,3073.72
529,2020-07-07,3,7,2020,1,11,1,1,44,1,99.55,124,0,11,4380.2
530,2021-09-09,3,9,2021,1,5,1,0,47,1,100.0,124,0,5,5848.68
531,2020-10-10,4,10,2020,1,0,1,0,43,1,100.0,124,0,13,6153.73
532,2020-11-11,4,11,2020,1,9,1,0,42,1,100.0,124,0,11,4965.24
533,2021-11-11,4,11,2021,1,3,1,0,42,1,100.0,124,1,14,5435.64
534,2021-11-11,4,11,2021,1,10,1,0,29,1,100.0,124,0,7,4258.36
535,2021-12-12,4,12,2021,1,1,1,1,40,1,100.0,124,1,8,4032.0
536,2021-01-01,1,1,2021,1,3,1,1,38,1,100.0,124,1,1,4492.36
537,2020-02-02,1,2,2020,1,14,1,1,38,1,100.0,124,0,9,4161.38
538,2021-04-04,2,4,2021,1,3,1,0,21,2,100.0,124,1,3,2508.66
539,2021-06-06,2,6,2021,1,15,0,1,24,1,100.0,124,0,11,3374.88
540,2020-07-07,3,7,2020,1,3,1,0,36,1,100.0,124,1,12,5196.6
541,2021-08-08,3,8,2021,0,4,1,0,23,2,100.0,124,1,12,2604.52
542,2020-09-09,3,9,2020,1,3,1,0,20,2,100.0,124,1,4,2936.8
543,2021-10-10,4,10,2021,1,6,1,1,32,1,100.0,124,0,13,3424.64
544,2020-10-10,4,10,2020,1,3,1,0,29,2,100.0,124,1,17,2923.2
545,2020-11-11,4,11,2020,0,12,1,1,44,1,100.0,124,0,2,4489.76
546,2021-11-11,4,11,2021,0,13,1,1,44,1,100.0,124,1,1,4849.24
547,2021-11-11,4,11,2021,1,3,1,0,36,1,100.0,124,0,2,5848.92
548,2020-01-01,1,1,2020,1,14,0,0,49,2,56.3,124,0,11,2758.7
549,2021-02-02,1,2,2021,1,3,1,0,34,2,42.64,124,1,14,1449.76
550,2020-04-04,2,4,2020,1,14,0,0,59,0,100.0,124,0,7,7048.14
551,2020-05-05,2,5,2020,1,3,1,1,37,1,100.0,124,1,12,5202.94
552,2021-02-02,1,2,2021,1,2,1,0,36,1,100.0,157,0,13,5279.4
553,2021-04-04,2,4,2021,1,3,1,1,43,1,100.0,157,1,4,6916.12
554,2021-06-06,2,6,2021,1,9,1,0,21,2,100.0,157,0,9,2781.66
555,2021-08-08,3,8,2021,0,12,1,1,32,1,100.0,157,0,13,5248.0
556,2020-10-10,4,10,2020,1,3,1,1,38,1,100.0,157,0,0,6531.44
557,2020-10-10,4,10,2020,1,3,0,1,43,1,100.0,157,0,5,5763.72
558,2021-11-11,4,11,2021,0,13,1,0,42,1,100.0,157,1,15,6490.68
559,2020-11-11,4,11,2020,1,3,1,1,32,1,100.0,157,0,11,6004.8
560,2020-11-11,4,11,2020,1,1,1,0,42,0,100.0,157,1,17,7483.98
561,2021-01-01,1,1,2021,1,2,1,1,31,1,100.0,157,0,2,5719.5
562,2020-02-02,1,2,2020,1,14,1,0,49,1,100.0,157,0,10,6954.08
563,2021-05-05,2,5,2021,1,14,1,0,45,0,100.0,157,0,9,8160.3
564,2020-06-06,2,6,2020,1,3,0,0,49,1,100.0,157,0,2,6567.96
565,2021-07-07,3,7,2021,0,12,1,0,41,1,100.0,157,1,4,6724.0
566,2020-08-08,3,8,2020,1,3,1,0,45,1,100.0,157,1,15,5747.85
567,2020-09-09,3,9,2020,1,3,1,1,36,1,100.0,157,1,17,5676.84
568,2020-10-10,4,10,2020,0,13,1,1,39,0,100.0,157,1,4,7379.97
569,2020-11-11,4,11,2020,1,15,1,1,27,1,100.0,157,0,11,3704.13
570,2021-11-11,4,11,2021,1,0,0,0,25,2,100.0,157,0,6,2804.75
571,2021-11-11,4,11,2021,1,3,1,0,41,1,100.0,157,1,14,5624.79
572,2021-12-12,4,12,2021,1,3,1,0,39,1,99.52,157,0,6,3881.28
573,2020-01-01,1,1,2020,1,15,1,0,28,2,57.55,157,0,11,1611.4
574,2020-03-03,1,3,2020,1,15,0,0,25,2,54.57,157,1,4,1364.25
575,2021-03-03,1,3,2021,1,3,1,1,33,1,100.0,157,0,13,4215.09
576,2021-04-04,2,4,2021,1,14,1,1,34,1,100.0,157,1,12,6433.82
577,2021-05-05,2,5,2021,1,3,1,0,24,1,100.0,157,0,9,4352.16
578,2021-01-01,1,1,2021,1,10,1,0,30,1,100.0,170,1,14,5151.0
579,2021-03-03,1,3,2021,1,3,1,0,42,1,100.0,170,1,16,6069.0
580,2021-05-05,2,5,2021,0,4,1,0,21,2,100.0,170,0,2,2856.0
581,2021-09-09,3,9,2021,1,14,1,0,34,1,100.0,170,0,11,5375.4
582,2020-10-10,4,10,2020,1,14,1,0,29,1,100.0,170,1,1,5176.5
583,2020-11-11,4,11,2020,1,3,1,1,24,1,100.0,170,0,6,3508.8
584,2021-11-11,4,11,2021,1,14,1,1,44,0,100.0,170,1,1,7554.8
585,2021-11-11,4,11,2021,1,8,1,1,21,1,100.0,170,0,11,3141.6
586,2020-12-12,4,12,2020,1,1,1,1,33,1,100.0,170,0,11,5890.5
587,2020-01-01,1,1,2020,1,3,1,1,30,1,100.0,170,1,17,5967.0
588,2020-03-03,1,3,2020,1,3,1,0,26,1,100.0,170,0,7,3712.8
589,2021-04-04,2,4,2021,1,0,1,1,41,0,100.0,170,1,15,7597.3
590,2021-08-08,3,8,2021,1,0,1,0,26,1,100.0,170,1,8,3668.6
591,2021-09-09,3,9,2021,1,3,1,1,32,1,100.0,170,1,12,5875.2
592,2021-10-10,4,10,2021,1,3,1,0,43,0,100.0,170,0,10,7310.0
593,2020-10-10,4,10,2020,1,14,1,0,48,0,100.0,170,1,4,8078.4
594,2021-11-11,4,11,2021,0,13,1,1,44,1,74.04,170,0,9,3257.76
595,2020-11-11,4,11,2020,1,3,1,1,45,0,100.0,170,1,3,7650.0
596,2020-01-01,1,1,2020,1,14,0,1,37,1,100.0,170,1,15,4703.81
597,2020-02-02,1,2,2020,1,3,1,0,39,1,100.0,170,0,0,5399.55
598,2021-04-04,2,4,2021,1,14,0,0,76,0,100.0,170,1,8,14082.8
599,2020-05-05,2,5,2020,1,5,0,0,37,1,100.0,170,0,5,5283.6
600,2020-03-03,1,3,2020,1,2,1,0,38,1,82.39,77,1,15,3130.82
601,2021-05-05,2,5,2021,1,3,1,1,43,1,72.38,77,1,12,3112.34
602,2020-07-07,3,7,2020,1,14,1,0,48,1,79.31,77,0,5,3806.88
603,2021-09-09,3,9,2021,0,12,1,1,26,2,82.39,77,0,0,2142.14
604,2021-10-10,4,10,2021,1,14,1,1,38,1,88.55,77,0,11,3364.9
605,2020-11-11,4,11,2020,1,3,1,0,20,2,63.14,77,1,16,1262.8
606,2020-11-11,4,11,2020,1,1,1,1,22,2,73.92,77,0,0,1626.24
607,2021-11-11,4,11,2021,1,10,1,1,45,1,90.86,77,1,4,4088.7
608,2021-12-12,4,12,2021,1,3,1,0,45,1,85.47,77,0,2,3846.15
609,2020-01-01,1,1,2020,1,3,1,0,20,2,66.99,77,1,4,1339.8
610,2020-02-02,1,2,2020,0,13,1,1,47,1,64.68,77,1,17,3039.96
611,2021-04-04,2,4,2021,1,3,1,0,46,1,73.92,77,1,14,3400.32
612,2021-06-06,2,6,2021,1,7,0,1,23,2,83.93,77,1,3,1930.39
613,2021-07-07,3,7,2021,1,3,1,1,33,2,74.69,77,0,11,2464.77
614,2020-08-08,3,8,2020,0,4,1,0,29,2,90.86,77,1,4,2634.94
615,2020-08-08,3,8,2020,1,0,1,1,44,1,82.39,77,1,17,3625.16
616,2021-10-10,4,10,2021,1,3,1,0,41,1,92.4,77,1,1,3788.4
617,2020-10-10,4,10,2020,1,3,1,0,20,2,91.63,77,0,13,1832.6
618,2021-11-11,4,11,2021,0,12,1,0,37,2,78.54,77,0,9,2905.98
619,2021-11-11,4,11,2021,1,1,1,0,29,2,100.0,77,1,12,2954.81
620,2020-11-11,4,11,2020,1,8,1,1,55,1,65.45,77,0,9,3599.75
621,2020-01-01,1,1,2020,1,3,1,1,22,1,100.0,77,0,10,3686.54
622,2020-02-02,1,2,2020,1,3,1,1,31,2,67.76,77,1,12,2100.56
623,2020-03-03,1,3,2020,1,15,1,1,49,1,79.22,77,0,11,3881.78
624,2021-04-04,2,4,2021,1,0,1,0,61,1,73.92,77,0,11,4509.12
625,2021-05-05,2,5,2021,1,3,1,0,39,1,83.93,77,1,12,3273.27
626,2021-03-03,1,3,2021,0,13,1,0,38,1,100.0,142,1,1,4432.7
627,2020-05-05,2,5,2020,1,3,1,0,31,1,100.0,142,0,13,4100.99
628,2020-07-07,3,7,2020,1,3,1,1,36,1,100.0,142,1,15,5274.72
629,2021-09-09,3,9,2021,1,5,1,1,25,1,100.0,142,0,5,4232.0
630,2020-10-10,4,10,2020,1,3,1,1,48,1,100.0,142,1,17,6145.44
631,2021-11-11,4,11,2021,1,7,1,1,35,1,100.0,142,1,4,4680.2
632,2021-11-11,4,11,2021,1,3,1,0,21,1,100.0,142,0,11,3286.08
633,2020-11-11,4,11,2020,1,10,1,0,47,0,100.0,142,0,7,7421.3
634,2020-12-12,4,12,2020,1,1,1,1,38,1,100.0,142,0,2,6432.64
635,2021-01-01,1,1,2021,1,3,1,1,41,1,100.0,142,0,7,4840.87
636,2021-02-02,1,2,2021,1,14,1,1,24,1,100.0,142,0,6,3892.08
637,2020-04-04,2,4,2020,1,2,1,1,37,1,100.0,142,1,15,5526.32
638,2021-06-06,2,6,2021,1,3,0,0,33,1,100.0,142,1,16,4459.62
639,2021-07-07,3,7,2021,1,3,1,1,49,1,100.0,142,1,17,6203.4
640,2020-08-08,3,8,2020,0,4,1,0,29,1,100.0,142,1,15,3754.05
